proj_unixname	real_url	datasource_id
auroracontrol	http://auroracontrol.sourceforge.net	57
auroraf	http://auroraf.sourceforge.net	57
auroragame	http://auroragame.sourceforge.net	57
auroramvc	http://auroramvc.sourceforge.net	57
auroraproject	http://auroraproject.sourceforge.net	57
aurorauos	http://aurorauos.sourceforge.net	57
aurorax	http://aurorax.sourceforge.net	57
auross	http://auross.sourceforge.net	57
aurox	http://aurox.sourceforge.net	57
aurox-updater	http://aurox-updater.sourceforge.net	57
aurum-rl	http://aurum-rl.sourceforge.net	57
auryn	http://auryn.sourceforge.net	57
auspice	http://www.khmer.ws	57
auss	http://auss.sourceforge.net	57
aussicart	http://aussicart.sourceforge.net	57
austhex	http://ircd.austnet.org	57
austin	http://austin.sourceforge.net	57
austria	http://austria.sourceforge.net	57
austrumi	http://cyti.latgola.lv/ruuni	57
aususa	http://aususa.sourceforge.net	57
autarkys	http://autarkys.sourceforge.net	57
autat	http://boss.bekk.no/autat/	57
autentica-linux	http://autentica-linux.sourceforge.net	57
autenticaadsl	http://autenticaadsl.sourceforge.net	57
autenticador	http://autenticador.sourceforge.net	57
auth	http://opensource.visionp.de/modules/project/auth.php	57
auth-ldap	http://auth-ldap.sourceforge.net	57
auth-mysql-ldap	http://auth-mysql-ldap.sourceforge.net	57
auth-passwd	http://auth-passwd.sourceforge.net	57
auth-pgsql	http://auth-pgsql.sourceforge.net	57
authadmin	http://authadmin.sourceforge.net	57
authclassed	http://authclassed.sourceforge.net	57
authd	http://authd.org	57
authena	http://authena.sourceforge.net	57
authena22surf	http://22surf.com	57
authenticode	http://authenticode.sourceforge.net	57
autheventfilter	http://autheventfilter.sourceforge.net	57
authfail	http://authfail.sourceforge.net	57
authgrab	http://authgrab.sourceforge.net	57
authlib	http://www.devhome.org	57
authlite	http://authlite.sourceforge.net	57
authmanager	http://www.init0.ch/en/tools/mod_auth_mysql-authentication-manager.html	57
authme	http://authme.sourceforge.net	57
authmemcookie	http://authmemcookie.sourceforge.net	57
authmysql-admin	NULL	57
authordesk	http://authordesk.sourceforge.net	57
authorlink	http://authorlink.sourceforge.net	57
authorsite	http://authorsite.sourceforge.net	57
authoxy	http://authoxy.sourceforge.net	57
authoxy-panther	http://authoxy-panther.sourceforge.net	57
authpfng	http://authpfng.sourceforge.net	57
authpg	http://authpg.sourceforge.net	57
authpgsql	http://authpgsql.sourceforge.net	57
authphp	http://authphp.sourceforge.net	57
authprogs	http://authprogs.sourceforge.net	57
authservlet	http://authservlet.sourceforge.net	57
authshell	http://authshell.sourceforge.net	57
authsmtpproxd	http://authsmtpproxd.sourceforge.net	57
authware	http://authware.sourceforge.net	57
authwiki	http://authwiki.sourceforge.net	57
autms	http://autms.sourceforge.net	57
auto-apt	http://auto-apt.sourceforge.net	57
auto-auction	http://auto-auction.sourceforge.net	57
auto-autofs	http://auto-autofs.sourceforge.net	57
auto-bus-widget	http://auto-bus-widget.sourceforge.net	57
auto-check-sum	http://auto-check-sum.sourceforge.net	57
auto-faq	http://auto-faq.sourceforge.net	57
auto-form	http://auto-form.sourceforge.net	57
auto-matrix	http://auto-matrix.sourceforge.net	57
auto-mp3	http://auto-mp3.sourceforge.net	57
auto-net	http://auto-net.sourceforge.net	57
auto-nethack	http://auto-nethack.sourceforge.net	57
auto-persist-j	http://auto-persist-j.sourceforge.net	57
auto-phlip-ml	http://auto-phlip-ml.sourceforge.net	57
auto-pilot	http://auto-pilot.sourceforge.net	57
auto-radio	http://auto-radio.sourceforge.net	57
auto-rss-import	http://crwebtools.com/auto_rss_importer.php	57
auto-rsync	http://auto-rsync.sourceforge.net	57
auto-sched	http://auto-sched.sourceforge.net	57
auto-transcode	http://ivancent.altervista.org/auto-transcode/	57
auto-wx	http://auto-wx.sourceforge.net	57
auto2000	http://auto2000.sourceforge.net	57
autoaccept-sink	http://autoaccept-sink.sourceforge.net	57
autoadmin	http://autoadmin.sourceforge.net	57
autoalert	http://autoalert.sourceforge.net	57
autoalien	http://autoalien.sourceforge.net	57
autoap	http://www.dd-wrt.com/wiki/index.php/Autoap	57
autoarchiv	http://autoarchiv.sourceforge.net	57
autobackup	http://autobackup.sourceforge.net	57
autobaiter	http://autobaiter.sourceforge.net	57
autoball	http://autoball.sourceforge.net	57
autobcdef	http://autobcdef.sourceforge.net	57
autobeatmatch	http://autobeatmatch.sourceforge.net	57
autoblogger	http://autoblogger.sourceforge.net	57
autobudget	http://autobudget.sourceforge.net	57
autobuild	http://autobuild.sourceforge.net	57
autoburn	http://autoburn.sourceforge.net	57
autocalendar	http://binary-concepts.com/cgi/autocal/	57
autocar	http://autocar.sourceforge.net	57
autocase	http://autocase.sourceforge.net	57
autocash	http://autocash.sourceforge.net	57
autocast	http://phpmycast.sourceforge.net	57
autocdmount	http://autocdmount.sourceforge.net	57
autochannel	http://autochannel.sourceforge.net	57
autocheck	http://autocheck.sourceforge.net	57
autocisco	http://autocisco.sourceforge.net	57
autoclicker	http://autoclicker.sourceforge.net	57
autocluster	http://autocluster.sourceforge.net	57
autocode	http://autocode.sourceforge.net	57
autocomic	http://autocomic.sourceforge.net	57
autocondat	http://autocondat.sourceforge.net	57
autocontent	http://autocontent.sourceforge.net	57
autocontroller	http://autocontroller.sourceforge.net	57
autocvs	http://autocvs.sourceforge.net	57
autocvstraker	http://autocvstraker.sourceforge.net	57
autodafe	http://autodafe.sourceforge.net	57
autodefrag	http://www.morphasys.com/autodefrag	57
autodep	http://autodep.sourceforge.net	57
autodepend	http://autodepend.sourceforge.net	57
autodeploy	http://www.elwood.net	57
autodetect	http://autodetect.sourceforge.net	57
autodoc	http://autodoc.sourceforge.net	57
autodonations	http://autodonations.sourceforge.net	57
autodraw	http://autodraw.sourceforge.net	57
autodvorak	http://autodvorak.sourceforge.net	57
autoeclipse	http://autoeclipse.sourceforge.net	57
autoexec	http://autoexec.sourceforge.net	57
autoexsvc	http://autoexsvc.sourceforge.net	57
autoficon	http://autoficon.sourceforge.net	57
autofile	http://autofile.sourceforge.net	57
autofilebackup	http://autofilebackup.sourceforge.net	57
autofiler	http://autofiler.sourceforge.net	57
autofilter	http://autofilter.sourceforge.net	57
autoforensic	http://autoforensic.sourceforge.net	57
autoform	http://www.greaterscope.net/project/autoform	57
autoformattext	http://www.intellij.org/twiki/bin/view/Main/AutoFormatText	57
autoforms	http://autoforms.sourceforge.net	57
autofsng	http://autofsng.sourceforge.net	57
autogallery	http://autogallery.sourceforge.net	57
autogen	http://AutoGen.sourceforge.net	57
autogen-pl	http://autogen-pl.sourceforge.net	57
autogetsublime	http://autogetsublime.sourceforge.net	57
autogg	http://autogg.sourceforge.net	57
autograf	http://autograf.sourceforge.net	57
autograph	http://autographsourceforge.net	57
autogui	http://autogui.sourceforge.net	57
autoguide	http://autoguide.sourceforge.net	57
autoguider	http://autoguider.sourceforge.net	57
autohelm	http://autohelm.sourceforge.net	57
autohit	http://autohit.sourceforge.net	57
autohome-v1	http://autohome-v1.sourceforge.net	57
autohost	http://autohost.sourceforge.net	57
autohostclient	http://autohostclient.sourceforge.net	57
autoindex	http://autoindex.sourceforge.net	57
autoindexer	http://autoindexer.sourceforge.net	57
autoinstaller	http://www.autoinstaller.de	57
autoit-hilfe	http://autoit-hilfe.sourceforge.net	57
autoit-recorder	http://autoit-recorder.sourceforge.net	57
autoj	http://autoj.sourceforge.net	57
autojar	http://autojar.sourceforge.net	57
autojml	http://autojml.sourceforge.net	57
autojock	http://autojock.sourceforge.net	57
autokennzeichen	http://autokennzeichen.sourceforge.net	57
autokermit	http://autokermit.sourceforge.net	57
autokernel	http://autokernel.sourceforge.net	57
autolink	http://autolink.sourceforge.net	57
autolist	http://autolist.sourceforge.net	57
autolog	http://autolog.sourceforge.net	57
autologin	http://autologin.sourceforge.net	57
autologon	http://autologon.sourceforge.net	57
autom	http://autom.sourceforge.net	57
automagic	http://automagic.sourceforge.net	57
automagic-app	http://automagic-app.sourceforge.net	57
automagic-ha	http://automagic-ha.sourceforge.net	57
automagicutils	http://automagicutils.sourceforge.net	57
automail	http://automail.sourceforge.net	57
automailsorter	http://automailsorter.sourceforge.net	57
automan	http://automan.sourceforge.net	57
automanga	http://automanga.sourceforge.net	57
automanic	http://automanic.sourceforge.net	57
automarker	http://automarker.sourceforge.net	57
automatedliving	http://automatedliving.sourceforge.net	57
automatedradio	http://automatedradio.sourceforge.net	57
automateit	http://www.apriorit.com/automateit.html	57
automatha	http://automatha.sourceforge.net	57
automatic-drake	http://automatic-drake.sourceforge.net	57
automaticproxy	http://automaticproxy.sourceforge.net	57
automatiks	http://automatiks.sourceforge.net	57
automatool	http://automatool.sourceforge.net	57
automator	http://automator.sourceforge.net	57
automatous-monk	http://www.automatous-monk.com/	57
automatrix	http://automatrix.sourceforge.net	57
autometer	http://autometer.sourceforge.net	57
automike	http://automike.sourceforge.net	57
automne	http://automne.sourceforge.net	57
automod	http://automod.sourceforge.net	57
automodule	NULL	57
automonial	http://automonial.sourceforge.net	57
automote	http://automote.sourceforge.net	57
automower	http://automower.sourceforge.net	57
automsvc	http://automsvc.sourceforge.net	57
automysqlbackup	http://members.lycos.co.uk/wipe_out/automysqlbackup	57
autonap	http://autonap.sourceforge.net	57
autonomous	http://autonomous.sourceforge.net	57
autoonslaught	http://autoonslaught.sourceforge.net	57
autoopencas	http://autoOpenCAS.sourceforge.net	57
autooptioncli	http://autooptioncli.sourceforge.net	57
autopackage	http://autopackage.org/	57
autopar	http://autopar.sourceforge.net	57
autopatch	http://autopatch.sourceforge.net	57
autoperl	http://autoperl.sourceforge.net	57
autopgsqlbackup	http://autopgsqlbackup.frozenpc.net	57
autopgsqlbakup	http://autopgsqlbakup.sourceforge.net	57
autopilot	http://autopilot.sourceforge.net	57
autopilot-r	http://autopilot-r.sourceforge.net	57
autoping	http://autoping.sourceforge.net	57
autopipes	http://autopipes.sourceforge.net	57
autopkg	http://autopkg.sourceforge.net	57
autoplay	http://autoplay.sourceforge.net	57
autoplayiso	http://autoplayiso.sourceforge.net	57
autopoweroff	http://autopoweroff.sourceforge.net	57
autoprofile	http://hkn.eecs.berkeley.edu/~casey/autoprofile/	57
autoproxy4j	http://autoproxy4j.sourceforge.net	57
autoprune	http://autoprune.sourceforge.net	57
autopsi	http://autopsi.sourceforge.net	57
autopsy	http://www.sleuthkit.org	57
autoq	http://autoq.sourceforge.net	57
autoq3d	NULL	57
autoqt	http://autoqt.sourceforge.net	57
autoquote	http://autoquote.sourceforge.net	57
autoradio	http://autoradio.sourceforge.net	57
autorealm	http://autorealm.sourceforge.net	57
autorealm2svg	http://autorealm2svg.sourceforge.net	57
autoreg	http://autoreg.sourceforge.net	57
autoreleasedeb	http://autoreleasedeb.sourceforge.net	57
autorepairalldb	http://autorepairalldb.sourceforge.net	57
autorequire	http://autorequire.sourceforge.net	57
autores	http://autores.sourceforge.net	57
autorespond-it	http://www.mugdock.com/projects/autorespond-it-php/	57
autoresult	http://autoresult.sourceforge.net	57
autorib	http://autorib.sourceforge.net	57
autorip	http://AutoRip.sourceforge.net	57
autoripper	http://www.autoripper.com	57
autorobot	http://autorobot.sourceforge.net	57
autorun	http://autorun.sourceforge.net	57
autorungenie	http://autorungenie.sourceforge.net	57
autosail	http://autosail.sourceforge.net	57
autosat	http://autosat.sourceforge.net	57
autosbyx	NULL	57
autoscan	http://autoscan.free.fr	57
autosec	http://autosec.sourceforge.net	57
autosemantix	http://autosemantix.sourceforge.net	57
autoserv	http://autoserv.sourceforge.net	57
autosftwrupdt	http://autosftwrupdt.sourceforge.net	57
autosh	http://autosh.sourceforge.net	57
autosig	http://autosig.sourceforge.net	57
autositemap	http://autositemap.sourceforge.net	57
autositeopen	http://autositeopen.sourceforge.net	57
autositephp	http://www.autositephp.com	57
autosocscien	http://autosocscien.sourceforge.net	57
autosplitimage	http://autosplitimage.sourceforge.net	57
autosprdsheet	http://autosprdsheet.sourceforge.net	57
autosql	http://autosql.sourceforge.net	57
autostars	http://autostars.sourceforge.net	57
autostatus	http://www.angio.net/consult/autostatus	57
autostrip	http://www.ravensoft.org	57
autosubtitle	http://autosubtitle.sourceforge.net	57
autosummary	http://autosummary.com	57
autosurfmanager	http://autosurfmanager.sourceforge.net	57
autoswap	http://autoswap.sourceforge.net	57
autosweeper	http://autosweeper.sourceforge.net	57
autosysadmin	http://autosysadmin.sourceforge.net	57
autotabla	http://autotabla.sourceforge.net	57
autotag	http://autotag.sourceforge.net	57
autotaglib	http://autotaglib.sourceforge.net	57
autotax	http://autotax.sourceforge.net	57
autotca	http://autotca.sourceforge.net	57
autotek	http://autotek.sourceforge.net	57
autotemplate	http://autotemplate.sourceforge.net	57
autotest	http://autotest.sourceforge.net	57
autotest-frmwrk	http://autotest-frmwrk.sourceforge.net	57
autotestgen	http://autotestgen.sourceforge.net	57
autotestnet	http://autotestnet.sourceforge.net	57
autotheme	http://autotheme.sourceforge.net	57
autothumb	http://autothumb.sourceforge.net	57
autotools-idl	http://autotools-idl.sourceforge.net	57
autotoolset	http://autotoolset.sourceforge.net	57
autotorrent	http://autotorrent.sourceforge.net	57
autotrace	http://autotrace.sourceforge.net	57
autotrack	http://autotrack.sourceforge.net	57
autotracker	http://autotracker.sourceforge.net	57
autotrader	http://autotrader.sourceforge.net	57
autotroll	http://autotroll.sourceforge.net	57
autotunnel	http://autotunnel.sourceforge.net	57
autounit	http://autounit.sourceforge.net	57
autoupdate	http://autoupdate.sourceforge.net	57
autoupdater	http://autoupdater.sourceforge.net	57
autovat	http://autovat.sourceforge.net	57
autoverkauf	http://autoverkauf.sourceforge.net	57
autovermietung	http://autovermietung.sourceforge.net	57
autowallpaper	http://autowallpaper.sourceforge.net	57
autoweb	http://www.proclanmanager.com	57
autowebgallery	http://autowebgallery.sourceforge.net	57
autowebserver	http://autowebserver.sourceforge.net	57
autowikibrowser	http://en.wikipedia.org/wiki/Wikipedia:AutoWikiBrowser	57
autowin	http://autowin.sourceforge.net	57
autoxvid	http://autoxvid.sourceforge.net	57
autrealm	http://autrealm.sourceforge.net	57
autsms	http://autsms.sourceforge.net	57
autumn-bb	http://autumn-bb.sourceforge.net	57
aututor	http://aututor.sourceforge.net	57
auvai	http://auvai.sourceforge.net	57
auvid	http://auvid.sourceforge.net	57
aux	http://aux.sourceforge.net	57
auxchat	NULL	57
auxel	http://auxel.sourceforge.net	57
auxiliary	http://www.auxiliary.kl-s.com/	57
auxilium	http://auxilium.sourceforge.net	57
auxion	http://auxion.sourceforge.net	57
auxreader	http://auxreader.sourceforge.net	57
auyamaxen	http://auyamaxen.sourceforge.net	57
auzaz	http://auzaz.sourceforge.net	57
av-hdd	http://av-hdd.sourceforge.net	57
av-usbradio	http://av-usbradio.sourceforge.net	57
av3d	http://www.galacticasoftware.com/products/av/	57
av4odf	http://av4odf.sourceforge.net	57
av8	http://av8.sourceforge.net	57
ava	http://ava.sourceforge.net	57
ava-sbs	http://ava-sbs.sourceforge.net	57
avacet	http://www.avacet.com	57
avacs	http://avacs.sourceforge.net	57
avadan	http://avadan.sourceforge.net	57
avadmin	http://avadmin.sourceforge.net	57
avae	http://avae.sourceforge.net	57
avaele	http://avaele.sourceforge.net	57
avagor	http://avagor.sourceforge.net	57
available	http://available.sourceforge.net	57
avaix	http://avaix.sourceforge.net	57
avalanche	http://avalanche.sourceforge.net	57
avalanche-chat	http://avalanche-chat.sourceforge.net	57
avalanchegdk	http://avalanchegdk.sourceforge.net	57
avalerion	http://avalerion.sourceforge.net	57
avalon-cms	http://avalon-cms.sourceforge.net	57
avalon-online	http://avalon-online.sourceforge.net	57
avalon1	http://avalon1.sourceforge.net	57
avalonbyond	http://avalonbyond.sourceforge.net	57
avalonweb	http://avalonweb.sourceforge.net	57
avalosworld	http://avalosworld.sourceforge.net	57
avango	http://avango.sourceforge.net	57
avanor	http://www.avanor.com	57
avantemplate	http://avantemplate.sourceforge.net	57
avantfax	http://avantfax.sourceforge.net	57
avantgarde	http://www.cageauxtrolls.com	57
avarial	http://avarial.sourceforge.net	57
avarice	http://avarice.sourceforge.net	57
avastuproject	http://avastuproject.sourceforge.net	57
avatags	http://avatags.sourceforge.net	57
avatal	http://avatal.sourceforge.net	57
avatar	http://avatar.sourceforge.net	57
avatar-it	http://avatar-it.sourceforge.net	57
avatar-rit	http://avatar-rit.sourceforge.net	57
avatara	http://avatara.sourceforge.net	57
avatarmakerbr	http://avatarmakerbr.sourceforge.net	57
avatarsdev	http://avatarsdev.sourceforge.net	57
avc	http://avc.sourceforge.net	57
avc2avi	http://avc2avi.sourceforge.net	57
avcalendar	http://avcalendar.sourceforge.net	57
avcc	http://avcc.sourceforge.net	57
avcon	http://avcon.sourceforge.net	57
avcons	http://avcons.sourceforge.net	57
avconv	http://avconv.sourceforge.net	57
avcore	http://avcore.sourceforge.net	57
avcp	http://avcp.sourceforge.net	57
avcs	http://avcs.sourceforge.net	57
avd	http://freesoftwarepc.com/projects/swim	57
avdms	http://avdms.sourceforge.net	57
avdx	http://avdx.sourceforge.net	57
ave	http://ave.sourceforge.net	57
avein	http://avein.sourceforge.net	57
avenger	http://avenger.sourceforge.net	57
avenger-2006	http://avenger-2006.sourceforge.net	57
aventuras-cli	http://aventuras-cli.sourceforge.net	57
avenue	http://avenue.sourceforge.net	57
avenuedbm	http://avenuedbm.sourceforge.net	57
averlogic	http://www.geocities.com/morris_pan/	57
averniasoc	http://www.avernia.com	57
averti	http://averti.sourceforge.net	57
avertvusb	http://avertvusb.sourceforge.net	57
avetanabt	http://avetanabt.sourceforge.net	57
avetanaobex	http://avetanaobex.sourceforge.net	57
avexcms	http://www.avexcms.com	57
avf	http://avf.sourceforge.net/	57
avge	http://avge.sourceforge.net	57
avgi	http://AVGI.sourceforge.net	57
avi-ogminfo	http://avi-ogminfo.sourceforge.net	57
avi2palm	http://avi2palm.sourceforge.net	57
avi2vcd	http://avi2vcd.sourceforge.net	57
avia	http://avia.sourceforge.net	57
avian	http://avian.sourceforge.net	57
avianfs	http://avianfs.sourceforge.net	57
aviarycms	http://aviarycms.org	57
aviationist	http://aviationist.sourceforge.net	57
aviatwebbrowser	http://aviatwebbrowser.sourceforge.net	57
avicaptcl	http://avicaptcl.sourceforge.net	57
avicd	http://avicd.sourceforge.net	57
avicenn	http://avicenn.sourceforge.net	57
avicodecpack	http://avicodecpack.sourceforge.net	57
avicora	http://avicora.sourceforge.net	57
avid	http://avid.sourceforge.net	57
avida	http://devolab.cse.msu.edu/	57
avidb	http://avidb.sourceforge.net	57
avidemux	http://avidemux.sourceforge.net	57
avidus	http://avidus.sourceforge.net	57
avieonline	http://avieonline.sourceforge.net	57
avieonline-lms	http://avieonline-lms.sourceforge.net	57
avifile	http://avifile.sourceforge.net	57
avignon	http://avignon.sourceforge.net	57
avijoin	http://AviJoin.sourceforge.net	57
avilas	http://avilas.sourceforge.net	57
avilibs	http://avilibs.sourceforge.net	57
avilon	http://avilon.sourceforge.net	57
avimanager	http://avimanager.sourceforge.net	57
avimat	http://www.gadaleta.org/avimat	57
avinord	http://avinord.sourceforge.net	57
avinwebcam	http://avinwebcam.sourceforge.net	57
avion	http://avion.sourceforge.net	57
aviones	http://aviones.sourceforge.net	57
avionics	http://http://avionics.sourceforge.net/	57
avip-inventory	http://avip-inventory.sourceforge.net	57
avipix	http://maccatalan.net/~avipix/	57
avira-webmin	http://avira-webmin.sourceforge.net	57
avis	http://avis.sourceforge.net	57
avisa	http://avisa.sourceforge.net	57
avisplice	http://avisplice.sourceforge.net	57
avisynth-linux	http://avisynth-linux.sourceforge.net	57
avisynth2	http://www.avisynth.org	57
avisynthesizer	http://avisynthesizer.sourceforge.net	57
avitools	http://avitools.sourceforge.net	57
avl	http://avl.sourceforge.net	57
avl-array	http://avl-array.sourceforge.net	57
avlmap	http://phil.ipal.org/freeware/avlmap/	57
avltracking	http://avltracking.sourceforge.net	57
avltree-cxx-smm	http://avltree-cxx-smm.sourceforge.net	57
avm	NULL	57
avmeet	http://avmeet.sourceforge.net	57
avnmp	http://avnmp.sourceforge.net	57
avocado	http://avocado.metacasa.com	57
avocado-cad	http://avocado-cad.sourceforge.net	57
avocadofw	http://avocadofw.sourceforge.net	57
avogadro	http://avogadro.sourceforge.net	57
avoidtheroid	http://avoidtheroid.sourceforge.net	57
avos	http://avos.sourceforge.net	57
avotcore	http://avotcore.sourceforge.net	57
avp-milter	http://avp-milter.sourceforge.net	57
avpgcon	http://avpgcon.sourceforge.net	57
avpguide	http://avpguide.sourceforge.net	57
avplan	http://avplan.sourceforge.net	57
avpython	http://avpython.sourceforge.net	57
avr	http://avr.sourceforge.net	57
avr-ada	http://avr-ada.sourceforge.net	57
avr-cpp-lib	http://avr-cpp-lib.sourceforge.net	57
avr-eclipse	http://avr-eclipse.sourceforge.net	57
avr-gdb-sim	http://avr-gdb-sim.sourceforge.net	57
avr-isp	http://avr-isp.sourceforge.net	57
avr-os	http://avr-os.sourceforge.net	57
avr-rtos	http://avr-rtos.sourceforge.net	57
avr10-firmware	http://avr10-firmware.sourceforge.net	57
avr32fasm	http://avr32fasm.sourceforge.net	57
avr32freertos	http://avr32freertos.sourceforge.net	57
avra	http://www.suprafluid.com/avra/	57
avram	http://avram.sourceforge.net	57
avraqua	http://avraqua.sourceforge.net	57
avrburn	http://avrburn.sourceforge.net	57
avrcalc	http://avrcalc.sourceforge.net	57
avrcam	http://avrcam.sourceforge.net	57
avrcedit	http://avrcedit.sourceforge.net	57
avrcomputer	http://avrcomputer.sourceforge.net	57
avrcox	http://avrcox.sourceforge.net	57
avrdude-gui	http://avrdude-gui.sourceforge.net	57
avrfix	http://avrfix.sourceforge.net	57
avrforthlike	http://avrforthlike.sourceforge.net	57
avrgps	http://majek.mamy.to/gps/	57
avrhmon	http://avrhmon.sourceforge.net	57
avrlab	http://avrlab.sourceforge.net	57
avrlib	http://avrlib.sourceforge.net	57
avrmegatools	http://avrmegatools.sourceforge.net	57
avrml	http://avrml.sourceforge.net	57
avrmvc	http://avrmvc.sourceforge.net	57
avros	http://avros.sourceforge.net	57
avrprog	http://avrprog.sourceforge.net	57
avrsim	http://avrsim.sourceforge.net	57
avrsimu	http://avrsimu.sourceforge.net	57
avrspi7042	http://avrspi7042.sourceforge.net	57
avrtv	http://avrtv.sourceforge.net	57
avrucos	http://avrucos.sourceforge.net	57
avrx	http://avrx.sourceforge.net	57
avs	http://avs.sourceforge.net	57
avsap	http://avsap.sourceforge.net	57
avsbatches	NULL	57
avscroll	http://avscroll.sourceforge.net	57
avslib	http://avslib.sourceforge.net/	57
avsp2p	http://avsp2p.sourceforge.net	57
avt-skin	http://avt-skin.sourceforge.net	57
avtc	http://avtc.sourceforge.net	57
avupdate	http://avupdate.sourceforge.net	57
avux	http://avux.sourceforge.net	57
avvscocca	http://avvscocca.sourceforge.net	57
avvxp	http://avvxp.sourceforge.net/	57
avx	http://avx.sourceforge.net	57
avxx	http://avxx.sourceforge.net	57
aw-utils	http://aw-utils.sourceforge.net	57
aw-webstudio-x	http://aw-webstudio-x.sourceforge.net	57
aw2sql	http://aw2sql.sourceforge.net	57
awah	http://awah.sourceforge.net	57
await	http://await.sourceforge.net	57
awake-cms	http://awake-cms.sourceforge.net	57
awal	http://awal.sourceforge.net	57
awale	http://awale.sourceforge.net	57
awardmod	http://awardmod.sourceforge.net	57
aware	http://aware.sourceforge.net	57
awaremps	http://awaremps.sourceforge.net	57
awarenessengine	http://awarenessengine.sourceforge.net	57
awarenut	http://awarenut.sourceforge.net	57
awarinet	http://awarinet.sourceforge.net	57
awat	http://awat.sourceforge.net	57
awaybot	http://awaybot.sourceforge.net	57
awbot	http://awbot.sourceforge.net	57
awc	http://awc.sourceforge.net	57
awcb	http://cynovg.pp.ru/awcb/	57
awdbedit	http://awdbedit.sourceforge.net	57
awebctcclient	http://awebctcclient.sourceforge.net	57
aweblibs	http://aweblibs.sourceforge.net	57
awebusenet	http://awebusenet.sourceforge.net	57
awebvisit	http://awebvisit.sourceforge.net	57
awegui	http://awegui.sourceforge.net	57
awemud	http://www.awemud.net	57
awerpg	http://awerpg.sourceforge.net	57
awes	http://awes.sourceforge.net	57
awesom-o	http://awesom-o.sourceforge.net	57
awesome	http://user.awesomechristians.com	57
awesome-work	http://awesome-work.sourceforge.net	57
awesomemail	http://awesomemail.sourceforge.net	57
awesomes	http://awesomes.sourceforge.net	57
awesum	http://awesum.sourceforge.net	57
awesum2	http://awesum2.sourceforge.net	57
awf	http://www.appropriatesoftwarefoundation.org/AppropriateWebsiteFactory/	57
awfu	http://awfu.sourceforge.net	57
awg-scheme-libs	http://awg-scheme-libs.sourceforge.net	57
awicontrol	http://awicontrol.sourceforge.net	57
awifuzz	http://awifuzz.sourceforge.net	57
awiki	http://awiki.sourceforge.net	57
awing	http://awing.sourceforge.net	57
awka	http://Awka.sourceforge.net	57
awkiawki	http://awkiawki.bogosoft.com	57
awkmeter	http://awkmeter.sourceforge.net	57
awkpbemengine	http://awkpbemengine.sourceforge.net	57
awl	http://awl.sourceforge.net	57
awl-wizard	http://awl-wizard.sourceforge.net	57
awlp	http://awlp.sourceforge.net	57
awnuts	http://awnuts.sourceforge.net	57
awoi	http://awoi.sourceforge.net/map.htm	57
awol	http://gospelcom.net/mnn/topher/awol/	57
aworkbench	http://aworkbench.sourceforge.net	57
awos	http://awos.sourceforge.net	57
awpipl	http://awpipl.sourceforge.net	57
awrate	http://awrate.sourceforge.net	57
awrite	http://awrite.sourceforge.net	57
aws	http://aws.sourceforge.net	57
aws-bpm-sys	http://aws-bpm-sys.sourceforge.net	57
aws2bufr	http://aws2bufr.sourceforge.net	57
awsintegration	http://awsintegration.sourceforge.net	57
awsjava	http://awsjava.sourceforge.net	57
awsome	http://awsome.sourceforge.net	57
awstats	http://awstats.sourceforge.net	57
awstats4iis	http://awstats4iis.sourceforge.net	57
awtaglib	http://awtaglib.sourceforge.net	57
awtk	http://awtk.sourceforge.net	57
awtupload	http://awtupload.sourceforge.net	57
awtx	http://awtx.sourceforge.net	57
awusb-linux	http://awusb-linux.sourceforge.net	57
awusbxtra	http://awusbxtra.sourceforge.net	57
aww	http://www.panhorst.com/aww/	57
awzmb	http://awzmb.sourceforge.net	57
ax-app-gallery	http://ax-app-gallery.sourceforge.net	57
ax-datacon	http://ax-datacon.sourceforge.net	57
ax-sourcequery	http://ax-sourcequery.sourceforge.net	57
ax10412ldd	http://ax10412ldd.sourceforge.net	57
ax25	http://ax25.sourceforge.net	57
ax25-webinit	http://ax25-webinit.sourceforge.net	57
ax25config	http://1409.linkt.de/projects/ax25-config.html	57
ax25mail	http://ax25mail.sourceforge.net	57
ax2e	http://ax2e.sourceforge.net	57
ax88178	http://ax.thepredatory.net	57
axcis2	http://axcis2.sourceforge.net	57
axcrypt	http://axcrypt.axantum.com	57
axdcms	http://axdcms.aklix.com/	57
axdistcc	http://axdistcc.sourceforge.net	57
axe	http://axe.sf.net	57
axeback	http://axeback.sourceforge.net	57
axef	http://axef.sourceforge.net	57
axeframework	http://www.metaEngine.org/	57
axel	http://axel.sourceforge.net	57
axelref	http://axelref.sourceforge.net	57
axemill	http://axemill.sourceforge.net	57
axezium	http://axezium.sourceforge.net	57
axforums	http://axforums.sourceforge.net	57
axfs	http://axfs.sourceforge.net	57
axfuzz	http://www.myplugins.info/	57
axgen	http://axgen.sourceforge.net	57
axi0n	http://axi0n.sourceforge.net	57
axial	http://axial.sourceforge.net	57
axim-ward	http://axim-ward.sourceforge.net	57
axiom	http://axiom.axiom-developer.org	57
axiome	http://www.axiome.prv.pl	57
axiomengine	http://axiomengine.sourceforge.net	57
axiomes	http://axiomes.sourceforge.net	57
axiometrix	http://axiometrix.sourceforge.net	57
axiomhtml	http://axiomhtml.sourceforge.net	57
axiomknights	http://axiomknights.sourceforge.net	57
axiompng	http://axiompng.sourceforge.net	57
